Region,PlotID,Year,Trap1,Trap2,Trap3,Trap4,Trap5,TotalTraps,Field1,Field2,Field3,Field4,Field5
1,9,2006,0,0,0,0,0,5,,,,,
1,9,2007,0,1,0,0,1,5,,,,,
1,9,2008,0,1,0,0,,4,,,,,
1,9,2009,0,2,0,2,2,5,,,,,
1,9,2010,0,0,1,1,0,5,,,,,
1,9,2011,7,20,6,10,23,5,,,,,
1,9,2012,0,0,0,0,0,5,,,,,
1,9,2013,0,0,0,0,0,5,,,,,
1,9,2014,0,0,0,0,,4,,,,,
1,9,2015,0,0,0,0,,4,,,,,
1,9,2016,0,0,,0,0,4,,,,,
1,9,2017,0,0,0,0,0,5,,,,,
1,11,2001,30,23,18,5,12,5,,,,,
1,11,2002,0,0,0,0,0,5,,,,,
1,11,2003,0,6,0,0,1,5,,,,,
1,11,2004,0,0,0,0,0,5,,,,,
1,11,2005,0,0,,0,0,4,,,,,
1,11,2006,0,2,0,1,0,5,,,,,
1,11,2007,0,3,,0,0,4,,,,,
1,11,2008,0,1,0,1,0,5,,,,,
1,11,2009,0,0,2,1,,4,,,,,
1,11,2010,0,2,1,1,0,5,,,,,
1,11,2011,6,0,3,3,0,5,,,,,
1,11,2012,0,0,0,0,0,5,,,,,
1,11,2013,0,0,0,0,0,5,,,,,
1,11,2014,0,0,0,0,0,5,,,,,
1,11,2015,0,0,0,0,0,5,,,,,
1,11,2016,0,0,0,0,0,5,,,,,
1,11,2017,3,2,0,3,0,5,,,,,
1,12,2001,3,0,0,0,0,5,,,,,
1,12,2002,1,0,0,0,0,5,,,,,
1,12,2003,0,0,0,0,0,5,,,,,
1,12,2004,0,0,0,0,0,5,,,,,
1,12,2005,0,0,0,0,0,5,,,,,
1,12,2006,0,0,0,0,0,5,,,,,
1,12,2007,0,0,0,0,0,5,,,,,
1,13,2001,3,1,1,2,0,5,,,,,
1,13,2002,0,,0,0,0,4,,,,,
1,13,2003,0,0,0,0,0,5,,,,,
1,13,2004,0,0,0,0,0,5,,,,,
1,13,2005,0,0,0,0,0,5,,,,,
1,13,2006,0,0,0,0,0,5,,,,,
1,13,2007,0,0,0,0,0,5,,,,,
1,14,2001,1,1,2,14,11,5,,,,,
1,14,2002,0,2,1,0,1,5,,,,,
1,14,2003,0,1,0,0,1,5,,,,,
1,14,2004,0,0,0,0,0,5,,,,,
1,14,2005,0,0,0,0,0,5,,,,,
1,14,2006,0,0,0,0,0,5,,,,,
1,14,2008,0,0,0,0,0,5,,,,,
1,14,2009,0,1,0,0,2,5,,,,,
1,14,2010,0,0,0,0,1,5,,,,,
1,14,2011,0,0,3,0,0,5,,,,,
1,14,2012,0,0,0,0,0,5,,,,,
1,14,2013,0,0,0,0,0,5,,,,,
1,14,2014,0,0,0,0,0,5,,,,,
1,14,2015,0,0,0,0,0,5,,,,,
1,14,2016,0,0,0,0,0,5,,,,,
1,14,2017,0,0,0,0,0,5,,,,,
1,15,2001,7,0,0,1,0,5,,,,,
1,15,2002,1,0,0,5,0,5,,,,,
1,15,2003,1,0,0,0,0,5,,,,,
1,15,2004,0,0,0,0,0,5,,,,,
1,15,2005,0,0,0,0,0,5,,,,,
1,15,2006,0,0,0,0,0,5,,,,,
1,15,2007,0,0,0,0,0,5,,,,,
1,15,2008,0,0,0,0,,4,,,,,
1,15,2009,2,3,2,4,4,5,,,,,
1,15,2010,0,0,0,0,1,5,,,,,
1,15,2011,1,0,6,3,1,5,,,,,
1,15,2012,0,0,0,0,0,5,,,,,
1,15,2013,0,0,0,0,0,5,,,,,
1,15,2014,0,0,0,0,0,5,,,,,
1,15,2015,0,0,0,0,0,5,,,,,
1,15,2016,0,0,0,0,0,5,,,,,
1,15,2017,0,0,0,0,0,5,,,,,
1,16,2001,14,26,20,7,24,5,,,,,
1,16,2002,0,1,0,0,0,5,,,,,
1,16,2004,0,0,0,0,0,5,,,,,
1,16,2005,0,0,0,0,0,5,,,,,
1,16,2006,0,0,0,0,0,5,,,,,
1,16,2007,0,0,0,1,0,5,,,,,
1,16,2008,1,2,1,1,,4,,,,,
1,16,2009,3,4,7,2,4,5,,,,,
1,16,2010,1,2,0,0,0,5,,,,,
1,16,2011,2,2,1,7,5,5,,,,,
1,16,2012,0,0,0,0,0,5,,,,,
1,16,2013,0,0,0,0,0,5,,,,,
1,16,2014,0,0,0,0,0,5,,,,,
1,16,2015,0,0,0,0,0,5,,,,,
1,16,2016,0,0,0,0,0,5,,,,,
1,16,2017,0,0,0,0,0,5,,,,,
1,17,2001,32,36,52,24,36,5,,,,,
1,17,2002,,16,,,2,2,,,,,
1,17,2003,0,1,0,0,0,5,,,,,
1,17,2004,0,0,0,0,0,5,,,,,
1,17,2005,0,0,0,0,0,5,,,,,
1,17,2006,0,1,8,0,0,5,,,,,
1,17,2007,1,2,10,1,3,5,,,,,
1,17,2008,1,0,0,0,0,5,,,,,
1,17,2009,5,0,1,0,2,5,,,,,
1,17,2010,0,0,0,2,4,5,,,,,
1,17,2011,0,7,0,11,34,5,,,,,
1,17,2012,0,0,,,0,3,,,,,
1,17,2013,0,0,0,0,0,5,,,,,
1,17,2014,0,0,0,0,0,5,,,,,
1,17,2015,0,0,0,0,0,5,,,,,
1,17,2016,0,0,0,0,0,5,,,,,
1,17,2017,0,1,0,1,0,5,,,,,
1,18,2001,2,1,0,2,2,5,,,,,
1,18,2002,0,0,2,0,1,5,,,,,
1,18,2003,0,0,0,0,0,5,,,,,
1,18,2004,0,0,0,0,0,5,,,,,
1,18,2005,0,0,0,0,0,5,,,,,
1,18,2006,0,0,1,0,0,5,,,,,
1,18,2007,0,0,0,0,0,5,,,,,
1,18,2008,0,0,0,0,,4,,,,,
1,18,2009,0,0,0,0,0,5,,,,,
1,18,2010,0,0,1,0,0,5,,,,,
1,18,2011,20,0,3,0,0,5,,,,,
1,18,2012,0,0,0,0,0,5,,,,,
1,18,2013,0,0,0,0,0,5,,,,,
1,18,2014,0,0,0,0,0,5,,,,,
1,18,2015,0,0,0,0,0,5,,,,,
1,18,2016,0,0,0,0,0,5,,,,,
1,19,2002,0,0,0,0,,4,,,,,
1,19,2003,0,0,0,0,0,5,,,,,
1,19,2004,0,0,0,0,0,5,,,,,
1,19,2005,0,0,0,,,3,,,,,
1,19,2006,0,0,,0,0,4,,,,,
1,19,2007,0,0,0,0,0,5,,,,,
1,19,2008,0,0,0,,,3,,,,,
1,19,2009,0,0,0,0,4,5,,,,,
1,19,2010,0,0,4,0,0,5,,,,,
1,19,2011,0,1,3,0,1,5,,,,,
1,19,2012,0,0,0,0,0,5,,,,,
1,19,2013,0,0,0,0,0,5,,,,,
1,19,2016,0,0,0,0,0,5,,,,,
1,19,2017,0,0,0,0,0,5,,,,,
1,20,2001,6,21,44,54,53,5,,,,,
1,20,2002,1,2,7,9,5,5,,,,,
1,20,2003,0,0,0,0,0,5,,,,,
1,20,2004,0,0,0,0,0,5,,,,,
1,20,2005,0,0,0,0,0,5,,,,,
1,20,2006,0,0,0,0,0,5,,,,,
1,20,2007,0,13,3,4,3,5,,,,,
1,20,2008,0,2,1,0,0,5,,,,,
1,20,2009,0,0,2,0,8,5,,,,,
1,20,2011,1,2,15,33,19,5,,,,,
1,20,2012,0,0,0,0,1,5,,,,,
1,20,2013,0,0,0,0,0,5,,,,,
1,20,2014,0,0,0,0,0,5,,,,,
1,20,2015,0,0,0,0,0,5,,,,,
1,20,2016,0,0,0,0,0,5,,,,,
1,20,2017,0,1,0,0,0,5,,,,,
1,21,2001,0,1,0,0,0,5,,,,,
1,21,2002,1,0,0,0,0,5,,,,,
1,21,2003,0,0,0,0,0,5,,,,,
1,21,2004,0,0,0,0,0,5,,,,,
1,21,2005,0,0,0,0,0,5,,,,,
1,21,2006,0,0,0,0,,4,,,,,
1,21,2007,0,0,0,0,0,5,,,,,
1,21,2008,0,0,0,0,,4,,,,,
1,21,2009,5,1,1,0,0,5,,,,,
1,21,2010,0,0,0,0,2,5,,,,,
1,21,2011,92,0,0,1,0,5,,,,,
1,21,2012,0,0,0,0,0,5,,,,,
1,21,2013,0,0,0,0,0,5,,,,,
1,21,2014,0,0,0,0,0,5,,,,,
1,21,2015,0,0,0,0,0,5,,,,,
1,21,2016,0,0,0,0,0,5,,,,,
1,21,2017,0,0,0,0,0,5,,,,,
1,22,2001,1,1,1,3,12,5,,,,,
1,22,2002,1,0,0,0,0,5,,,,,
1,22,2003,0,0,0,0,0,5,,,,,
1,22,2004,0,0,0,0,0,5,,,,,
1,22,2005,0,0,0,0,0,5,,,,,
1,22,2006,0,0,0,0,0,5,,,,,
1,22,2007,0,0,0,0,0,5,,,,,
1,22,2008,1,0,0,,,3,,,,,
1,22,2009,1,0,1,3,0,5,,,,,
1,22,2010,0,0,0,0,0,5,,,,,
1,22,2011,3,0,0,0,1,5,,,,,
1,22,2012,0,0,0,0,0,5,,,,,
1,22,2013,0,0,0,0,0,5,,,,,
1,22,2016,0,0,0,0,0,5,,,,,
1,22,2017,0,0,0,0,0,5,,,,,
1,23,2001,20,19,16,8,18,5,,,,,
1,23,2002,0,3,3,3,2,5,,,,,
1,23,2003,0,0,0,1,1,5,,,,,
1,23,2004,0,0,0,0,0,5,,,,,
1,23,2005,0,0,0,0,0,5,,,,,
1,23,2006,1,2,0,0,4,5,,,,,
1,23,2007,0,3,4,0,0,5,,,,,
1,23,2008,1,1,0,1,1,5,,,,,
1,23,2009,1,0,1,2,1,5,,,,,
1,23,2010,3,0,0,0,3,5,,,,,
1,23,2011,7,5,9,14,13,5,,,,,
1,23,2012,0,0,0,0,0,5,,,,,
1,23,2013,0,0,1,0,0,5,,,,,
1,23,2014,0,0,0,0,0,5,,,,,
1,23,2015,0,0,0,0,0,5,,,,,
1,23,2016,0,0,0,0,0,5,,,,,
1,23,2017,0,0,0,0,0,5,,,,,
1,24,2001,13,1,4,1,5,5,,,,,
1,24,2002,2,0,3,0,0,5,,,,,
1,24,2003,0,0,0,0,0,5,,,,,
1,24,2004,0,0,0,0,0,5,,,,,
1,24,2005,0,0,0,0,0,5,,,,,
1,24,2006,0,0,0,1,,4,,,,,
1,24,2007,0,1,0,0,0,5,,,,,
1,24,2008,0,0,0,0,,4,,,,,
1,24,2009,20,14,7,30,11,5,,,,,
1,24,2010,17,13,9,2,2,5,,,,,
1,24,2011,65,26,97,4,17,5,,,,,
1,24,2012,0,0,0,0,0,5,,,,,
1,24,2013,0,0,0,0,0,5,,,,,
1,24,2014,0,0,0,0,0,5,,,,,
1,24,2015,0,0,0,0,0,5,,,,,
1,24,2016,0,0,0,,0,4,,,,,
1,24,2017,0,0,0,0,0,5,,,,,
1,25,2001,1,13,10,8,8,5,,,,,
1,25,2002,0,0,0,0,0,5,,,,,
1,25,2003,0,0,0,0,0,5,,,,,
1,25,2004,0,0,0,0,0,5,,,,,
1,25,2005,0,0,0,0,0,5,,,,,
1,25,2006,0,0,0,0,0,5,,,,,
1,25,2007,0,0,0,0,0,5,,,,,
1,25,2008,2,0,0,,,3,,,,,
1,25,2009,2,2,0,1,2,5,,,,,
1,25,2010,0,2,0,0,6,5,,,,,
1,25,2011,1,15,0,1,6,5,,,,,
1,25,2012,0,0,0,0,0,5,,,,,
1,25,2013,0,0,0,0,0,5,,,,,
1,25,2014,0,0,0,0,0,5,,,,,
1,25,2015,0,0,0,0,0,5,,,,,
1,25,2016,0,0,0,0,0,5,,,,,
1,25,2017,0,0,0,0,0,5,,,,,
1,26,2001,1,3,3,0,2,5,,,,,
1,26,2002,0,0,0,0,0,5,,,,,
1,26,2003,0,0,0,0,0,5,,,,,
1,26,2004,0,0,0,0,0,5,,,,,
1,26,2005,0,0,0,0,0,5,,,,,
1,26,2006,0,0,0,0,0,5,,,,,
1,26,2007,0,0,0,0,0,5,,,,,
1,26,2008,0,0,0,,,3,,,,,
1,26,2009,0,6,0,1,0,5,,,,,
1,26,2010,0,0,3,1,0,5,,,,,
1,26,2011,0,0,1,0,0,5,,,,,
1,26,2012,0,0,0,0,0,5,,,,,
1,26,2013,0,0,0,0,0,5,,,,,
1,26,2014,0,0,0,0,0,5,,,,,
1,26,2015,0,0,0,0,0,5,,,,,
1,26,2016,0,0,0,0,0,5,,,,,
1,26,2017,0,0,0,0,0,5,,,,,
1,27,2001,0,0,1,0,0,5,,,,,
1,27,2002,0,0,0,0,1,5,,,,,
1,27,2003,0,0,0,0,0,5,,,,,
1,27,2004,0,0,0,0,0,5,,,,,
1,27,2005,0,0,0,0,0,5,,,,,
1,27,2006,0,0,0,0,0,5,,,,,
1,28,2001,0,0,0,0,2,5,,,,,
1,28,2002,0,0,0,0,0,5,,,,,
1,28,2003,0,0,0,0,0,5,,,,,
1,28,2004,0,0,0,0,0,5,,,,,
1,28,2005,0,0,0,0,0,5,,,,,
1,28,2006,0,0,0,0,0,5,,,,,
1,28,2007,0,0,0,0,0,5,,,,,
1,28,2008,0,1,0,,,3,,,,,
1,28,2009,0,0,0,0,0,5,,,,,
1,28,2010,0,0,0,0,0,5,,,,,
1,28,2011,0,0,0,1,0,5,,,,,
1,28,2012,0,0,0,0,0,5,,,,,
1,28,2013,0,0,0,0,0,5,,,,,
1,28,2014,0,0,0,0,0,5,,,,,
1,28,2015,0,0,0,0,0,5,,,,,
1,28,2016,0,0,0,0,0,5,,,,,
1,28,2017,0,0,0,0,0,4,,,,,
1,29,2001,1,0,0,0,1,5,,,,,
1,29,2002,0,0,0,0,0,5,,,,,
1,29,2003,0,0,0,0,0,5,,,,,
1,29,2004,0,0,0,0,0,5,,,,,
1,29,2005,0,0,0,0,0,5,,,,,
1,29,2006,0,2,0,0,0,5,,,,,
1,29,2007,0,0,,,,2,,,,,
1,33,2002,37,65,44,65,50,5,,,,,
1,33,2003,0,0,0,0,0,5,,,,,
1,33,2004,0,0,0,0,0,5,,,,,
1,33,2005,0,0,0,0,0,5,,,,,
1,33,2006,0,0,0,0,0,5,,,,,
1,33,2007,1,0,0,0,0,5,,,,,
1,33,2008,0,0,0,0,0,5,,,,,
1,34,2002,34,27,8,5,36,5,,,,,
1,34,2003,0,0,1,0,0,5,,,,,
1,34,2004,0,0,0,0,0,5,,,,,
1,34,2005,0,0,0,0,0,5,,,,,
1,34,2006,0,0,0,0,0,5,,,,,
1,34,2007,0,0,0,0,0,5,,,,,
1,34,2009,3,9,3,1,2,5,,,,,
1,34,2010,1,1,2,0,3,5,,,,,
1,34,2011,31,67,66,78,66,5,,,,,
1,34,2012,0,0,1,0,0,5,,,,,
1,34,2013,0,0,0,0,0,5,,,,,
1,34,2014,0,0,0,0,0,5,,,,,
1,34,2015,0,0,0,0,0,5,,,,,
1,34,2016,0,0,0,,,3,,,,,
1,34,2017,1,0,0,0,0,5,,,,,
1,35,2002,27,53,35,52,35,5,,,,,
1,35,2003,0,0,0,0,2,5,,,,,
1,35,2004,0,0,0,0,0,5,,,,,
1,35,2005,0,0,0,0,0,5,,,,,
1,35,2006,2,0,4,0,0,5,,,,,
1,35,2007,0,0,0,0,0,5,,,,,
1,35,2008,0,0,0,0,1,5,,,,,
1,35,2009,0,2,1,1,1,5,,,,,
1,35,2010,0,2,4,4,1,5,,,,,
1,35,2011,4,2,5,17,11,5,,,,,
1,35,2012,0,0,0,0,1,5,,,,,
1,35,2013,0,0,0,0,0,5,,,,,
1,35,2014,0,0,0,0,0,5,,,,,
1,35,2015,0,0,0,0,0,5,,,,,
1,35,2016,0,0,0,0,0,5,,,,,
1,35,2017,0,0,0,0,0,5,,,,,
1,36,2002,38,48,47,45,24,5,,,,,
1,36,2003,2,5,3,2,0,5,,,,,
1,36,2004,0,0,0,0,0,5,,,,,
1,36,2005,3,0,0,0,0,5,,,,,
1,36,2006,2,0,0,1,1,5,,,,,
1,36,2007,0,0,,,,2,,,,,
1,36,2008,0,2,1,0,1,5,,,,,
1,36,2009,1,1,0,2,2,5,,,,,
1,36,2010,0,1,0,4,5,5,,,,,
1,36,2011,14,3,6,3,17,5,,,,,
1,36,2012,0,1,0,0,0,5,,,,,
1,36,2013,1,2,1,,0,4,,,,,
1,36,2014,0,0,0,0,0,5,,,,,
1,36,2015,0,0,0,0,0,5,,,,,
1,36,2016,0,0,0,0,0,5,,,,,
1,36,2017,0,2,0,0,0,5,,,,,
1,37,2002,16,24,6,23,10,5,,,,,
1,37,2003,2,4,8,6,4,5,,,,,
1,37,2004,0,0,0,0,0,5,,,,,
1,37,2005,0,1,0,1,0,5,,,,,
1,37,2006,1,1,0,0,0,5,,,,,
1,37,2007,0,1,0,0,0,5,,,,,
1,37,2008,2,0,2,0,0,5,,,,,
1,37,2009,2,4,1,1,2,5,,,,,
1,37,2010,1,2,0,4,2,5,,,,,
1,37,2011,0,0,0,0,0,5,,,,,
1,37,2012,0,1,0,0,0,5,,,,,
1,37,2013,0,0,0,0,0,5,,,,,
1,37,2014,0,0,0,0,0,5,,,,,
1,37,2015,0,0,0,0,0,3,,,,,
1,37,2016,0,0,0,0,0,5,,,,,
1,37,2017,0,0,0,0,0,5,,,,,
1,38,2002,27,,22,16,41,4,,,,,
1,38,2003,0,0,0,0,1,5,,,,,
1,38,2004,0,0,0,0,0,5,,,,,
1,38,2005,0,0,0,0,0,5,,,,,
1,38,2006,0,0,0,1,0,5,,,,,
1,38,2007,0,0,0,0,0,5,,,,,
1,38,2008,0,0,,1,2,4,,,,,
1,38,2009,0,1,1,3,2,5,,,,,
1,38,2011,8,47,8,16,5,5,,,,,
1,38,2012,0,2,0,2,5,5,,,,,
1,38,2013,0,2,0,2,0,5,,,,,
1,38,2014,0,0,0,0,0,5,,,,,
1,38,2015,0,0,0,0,0,5,,,,,
1,38,2016,0,0,0,0,0,5,,,,,
1,38,2017,0,0,0,0,0,5,,,,,
1,39,2006,0,0,0,0,0,5,,,,,
1,39,2007,0,0,0,0,0,5,,,,,
1,39,2008,0,0,0,,,3,,,,,
1,39,2009,0,0,2,4,1,5,,,,,
1,39,2010,0,0,,0,,3,,,,,
1,39,2011,0,0,0,0,0,5,,,,,
1,39,2012,0,0,0,0,0,5,,,,,
1,39,2013,0,0,0,0,0,5,,,,,
1,39,2014,0,0,0,0,0,5,,,,,
1,39,2015,0,0,0,0,0,5,,,,,
1,39,2016,0,0,0,0,0,5,,,,,
1,39,2017,0,0,0,0,0,5,,,,,
1,40,2008,0,0,0,,,3,,,,,
1,40,2009,13,9,3,7,15,5,,,,,
1,40,2010,6,0,0,0,0,5,,,,,
1,40,2011,1,4,2,3,13,5,,,,,
1,40,2012,0,0,0,0,0,5,,,,,
1,40,2013,0,0,0,0,0,5,,,,,
1,40,2014,0,0,0,0,0,5,,,,,
1,41,2008,0,0,0,0,0,5,,,,,
1,41,2009,0,0,,0,0,4,,,,,
1,41,2010,0,0,2,0,2,5,,,,,
1,41,2011,3,0,0,2,0,5,,,,,
1,41,2012,0,0,0,0,0,5,,,,,
1,41,2013,0,0,0,0,0,5,,,,,
1,41,2014,0,0,0,0,0,5,,,,,
1,41,2015,0,0,0,0,0,5,,,,,
1,41,2016,0,0,0,0,0,5,,,,,
1,41,2017,0,0,0,0,0,3,,,,,
1,42,2009,2,4,5,4,3,5,,,,,
1,42,2010,2,2,,3,1,4,,,,,
1,42,2011,2,2,6,4,0,5,,,,,
1,42,2012,0,0,0,0,0,5,,,,,
1,42,2013,0,0,0,0,0,5,,,,,
1,42,2016,0,0,0,0,0,5,,,,,
1,42,2017,0,0,0,0,0,5,,,,,
1,43,2009,2,1,0,2,0,5,,,,,
1,43,2010,0,0,0,0,0,5,,,,,
1,43,2011,0,2,0,8,5,5,,,,,
1,43,2012,0,0,0,0,0,5,,,,,
1,43,2013,0,0,0,0,0,5,,,,,
1,43,2016,0,0,0,0,0,5,,,,,
1,44,2010,1,0,1,0,0,5,,,,,
1,44,2011,0,0,1,0,0,5,,,,,
1,44,2012,0,0,0,0,0,5,,,,,
1,44,2013,0,0,0,0,0,5,,,,,
1,44,2014,0,0,,,0,3,,,,,
1,44,2015,0,0,0,0,0,3,,,,,
1,44,2016,,0,0,0,1,4,,,,,
1,44,2017,0,0,0,0,0,3,,,,,
1,45,2012,4,3,0,,,3,,,,,
1,45,2013,0,0,0,0,0,5,,,,,
1,45,2014,0,0,0,0,0,5,,,,,
1,45,2015,0,0,0,0,0,5,,,,,
1,45,2016,0,0,0,0,0,5,,,,,
1,45,2017,0,0,0,0,0,5,,,,,
1,46,2012,0,4,0,1,3,5,,,,,
1,46,2013,0,0,0,0,0,5,,,,,
1,46,2014,0,0,0,1,0,5,,,,,
1,46,2015,0,0,0,0,0,5,,,,,
1,46,2016,0,0,0,0,0,5,,,,,
1,46,2017,0,0,0,0,0,5,,,,,
1,47,2012,2,1,2,2,0,5,,,,,
1,47,2013,0,0,0,0,0,5,,,,,
1,47,2014,0,0,0,0,0,5,,,,,
1,47,2015,0,0,0,0,0,5,,,,,
1,47,2016,0,0,0,0,0,5,,,,,
1,47,2017,0,0,0,0,0,5,,,,,
2,6,1991,,,,,,,,,,,
2,6,1992,,,,,,,,,,,
2,6,1993,,,,,,,,,,,
2,6,1994,,,,,,,,,,,
2,6,1999,0,0,0,0,0,5,,,,,
2,6,2000,0,0,0,0,0,5,,,,,
2,6,2001,0,0,0,0,1,5,,,,,
2,6,2002,0,0,0,0,0,5,,,,,
2,6,2003,0,0,0,0,0,5,,,,,
2,6,2004,0,0,0,0,0,5,,,,,
2,6,2005,0,0,0,0,0,5,,,,,
2,6,2006,0,0,0,0,0,5,,,,,
2,6,2007,0,0,0,0,1,5,,,,,
2,6,2008,0,0,0,0,0,5,,,,,
2,6,2009,0,0,0,0,0,5,,,,,
2,6,2010,0,0,0,0,0,5,,,,,
2,6,2011,0,0,0,0,0,5,,,,,
2,22,1999,0,0,0,0,0,5,,,,,
2,22,2000,0,0,1,0,0,5,,,,,
2,22,2001,0,0,0,0,1,5,,,,,
2,22,2002,0,0,0,0,0,5,,,,,
2,22,2004,0,0,0,0,0,5,,,,,
2,22,2005,0,0,0,0,0,5,,,,,
2,22,2007,0,0,0,1,0,5,,,,,
2,22,2008,0,0,0,0,0,5,,,,,
2,22,2009,0,0,0,0,0,5,,,,,
2,22,2010,0,0,0,0,0,5,,,,,
2,22,2011,0,0,0,0,0,5,,,,,
2,23,1999,0,0,0,0,0,5,,,,,
2,23,2000,0,0,0,0,0,5,,,,,
2,23,2001,0,0,0,0,0,5,,,,,
2,23,2002,1,0,1,0,0,5,,,,,
2,23,2003,0,0,0,0,0,5,,,,,
2,23,2004,0,0,0,0,0,5,,,,,
2,23,2005,5,4,4,2,0,5,,,,,
2,23,2006,36,45,,,7,3,,,,,
2,23,2007,4,0,10,3,2,5,,,,,
2,23,2008,2,1,6,4,2,5,,,,,
2,23,2009,0,0,0,1,0,5,,,,,
2,23,2010,0,0,0,0,0,5,,,,,
