Region,PlotID,NearestForest,Nearest District,PlotNo,PlotName,Type,State,StateDistrict,Township,Mod_Town,Range,Mod_Range,Section,Latitude,Longitude,Notes/Remarks
2,15,Pike_NF,South_Platte,15,Night Hawk Hill,usfs,CO,,8,S,69,W,18,,,Not trapped since 1990
2,16,Pike_NF,South_Platte,16,Scraggy View PG,usfs,CO,,8,S,70,W,25,,,Not trapped since 1990
2,17,Pike_NF,South_Platte,17,Sugar Creek 17,usfs,CO,,8,S,70,W,36,,,Not trapped since 1990
2,18,Pike_NF,South_Platte,18,Sugar Creek 18,usfs,CO,,9,S,69,W,6,,,Not trapped since 1990
2,19,Pike_NF,South_Platte,19,West Creek,usfs,CO,,10,S,70,W,13,,,Not trapped since 1995
2,20,Pike_NF,South_Platte,20,East Cheesman,usfs,CO,,10,S,70,W,28,,,Not trapped since 1990
2,21,Pike_NF,South_Platte,21,Fourmile Creek,usfs,CO,,10,S,70,W,16,,,Not trapped since 1990
2,22,Pike_NF,South_Platte,22,Big Turkey CG,usfs,CO,,11,S,70,W,4,,,Discontinued site in 2014
2,23,Pike_NF,South_Platte,23,Indian Creek CG,usfs,CO,,8,S,69,W,10,,,
2,24,Pike_NF,South_Platte,24,Flat Rocks CG,usfs,CO,,8,S,69,W,26,39.325734,-105.085117,
2,25,Pike_NF,South_Platte,25,Rampart-507 Rd,usfs,CO,,9,S,69,W,2,,,Not trapped since 1990
2,26,Pike_NF,South_Platte,26,Topaz Point CG/Virgins Bath,usfs,CO,,9,S,69,W,21,39.252865,-105.118068,
2,27,Pike_NF,South_Platte,27,Dakan Mtn,usfs,CO,,9,S,69,W,25,,,Not trapped since 1990
2,28,Pike_NF,South_Platte,28,Quartz Rd Mine,usfs,CO,,10,S,69,W,1,,,Not trapped since 1990
2,29,Pike_NF,South_Platte,29,Illinois Gulch,usfs,CO,,10,S,69,W,27,,,Not trapped since 1990
2,30,Pike_NF,South_Platte,30,Rocky,usfs,CO,,10,S,69,W,20,,,Not trapped since 1990
2,31,Pike_NF,South_Platte,31,Fern Creek,usfs,CO,,10,S,69,W,27,,,Not trapped since 1990
2,32,Pike_NF,South_Platte,32,Rainbow Falls,usfs,CO,,10,S,69,W,29,,,Not trapped since 1990
2,33,Pike_NF,South_Platte,33,Devil's Head CG,usfs,CO,,9,S,69,W,10,39.27552,-105.106767,
2,34,Pike_NF,South_Platte,34,Horse Creek,usfs,CO,,9,S,70,W,35,,,Not trapped since 1995
2,35,Pike_NF,South_Platte,35,Sheep Nose,usfs,CO,,10,S,70,W,34,,,Not trapped since 1990
2,36,Pike_NF,South_Platte,36,Turkey Creek,usfs,CO,,10,S,70,W,31,,,Not trapped since 1990
2,37,Pike_NF,South_Platte,37,Northrup Gulch,usfs,CO,,11,S,71,W,1,,,Not trapped since 1990
2,38,Pike_NF,South_Platte,38,Cedar Mtn,usfs,CO,,11,S,71,W,12,,,Not trapped since 1990
2,39,Pike_NF,South_Platte,39,Hackett Gulch,usfs,CO,,11,S,71,W,25,,,Not trapped since 1990
2,40,Pike_NF,South_Platte,40,Top-of-the-World,usfs,CO,,8,S,70,W,4,,,Not trapped since 1995
2,41,Pike_NF,South_Platte,41,Redskin Mtn,usfs,CO,,8,S,71,W,7,,,Not trapped since 1990
2,42,Pike_NF,South_Platte,42,Dell Gulch,usfs,CO,,8,S,70,W,28,,,Not trapped since 1990
2,43,Pike_NF,South_Platte,43,South Garber Creek,usfs,CO,,8,S,69,W,25,,,Not trapped since 1990
2,44,Pike_NF,South_Platte,44,Bergen Rock,usfs,CO,,9,S,69,W,13,,,Not trapped since 1990
2,45,Pike_NF,South_Platte,45,Dry Gulch,usfs,CO,,9,S,69,W,13,,,Not trapped since 1990
2,46,Pike_NF,South_Platte,46,Jackson Creek,usfs,CO,,9,S,69,W,27,,,Not trapped since 1990
2,47,Pike_NF,South_Platte,47,Upper Trail Creek,usfs,CO,,12,S,70,W,7,,,Not trapped since 1990
2,48,Pike_NF,South_Platte,48,Wildhorn,usfs,CO,,11,S,70,W,29,,,Not trapped since 1990
2,49,Pike_NF,South_Platte,49,Saloon Gulch,usfs,CO,,9,S,70,W,4,,,Not trapped since 1990
2,50,Pike_NF,South_Platte,50,Brush Creek,usfs,CO,,9,S,70,W,5,,,Discontinued site in 2014
2,51,Pike_NF,South_Platte,51,Eagle Rock,usfs,CO,,8,S,69,W,6,,,Not trapped since 1990
2,52,Pike_NF,South_Platte,52,Pine Creek,usfs,CO,,8,S,69,W,18,,,Not trapped since 1990
2,53,Pike_NF,South_Platte,53,Willow Bend PA,usfs,CO,,8,S,70,W,24,,,Not trapped since 1990
2,54,Pike_NF,South_Platte,54,Sugar Creek-54,usfs,CO,,9,S,70,W,1,,,Not trapped since 1990
2,55,Pike_NF,South_Platte,55,Sugar Creek-55,usfs,CO,,9,S,69,W,6,,,Not trapped since 1990
2,56,Pike_NF,South_Platte,56,Chair Rocks,usfs,CO,,7,S,70,W,33,,,Not trapped since 1990
2,57,Pike_NF,South_Platte,57,Sand Draw,usfs,CO,,8,S,70,W,9,,,Not trapped since 1990
2,58,Pike_NF,South_Platte,58,Sixmile Creek-South,usfs,CO,,9,S,70,W,19,,,Not trapped since 1990
2,59,Pike_NF,South_Platte,59,Shinglemill Creek,usfs,CO,,8,S,70,W,19,,,Not trapped since 1990
2,60,Pike_NF,South_Platte,60,Missouri Gulch Tr,usfs,CO,,10,S,69,W,26,,,Not trapped since 1990
2,61,Pike_NF,South_Platte,61,Forest Boundary,usfs,CO,,7,S,69,W,1,39.385598,-105.063317,
2,63,Pike_NF,South_Platte,63,11 mile CG,usfs,CO,,13,S,72,W,20,,,Discontinued site in 2014
2,71,Pike_NF,South_Platte,71,North Slope,usfs,CO,,12,S,68,W,18,,,Not trapped since 1996
2,72,Pike_NF,South_Platte,72,Service Road,usfs,CO,,13,S,68,W,24,,,Not trapped since 1996
2,73,Pike_NF,South_Platte,73,USAFA-RC,usfs,CO,,,,,,,39.012008,-104.892679,New plot in 2014
2,74,Pike_NF,South_Platte,74,USAFA-MC,usfs,CO,,,,,,,38.99509,-104.886564,New plot in 2014
2,75,Pike_NF,South_Platte,75,USAFA-GC,usfs,CO,,,,,,,39.000218,-104.857899,New plot in 2014
2,76,Pike_NF,South_Platte,76,Cheyenne Mountain,usfs,CO,,,,,,,38.733576,-104.839476,New plot in 2014
3,1,Mogollon_Rim,Mogollon Rim RD,,Baker_Butte,usfs,AZ,,,,,,,34.452258,-111.378428,
3,2,Mogollon_Rim,Payson RD,,Washington_Park,usfs,AZ,,,,,,,34.42979,-111.261416,
3,3,Sierra_Anchas,Pleasant Valley RD,,Reynolds_Creek,usfs,AZ,,,,,,,33.86175,-110.943743,
3,4,Sierra_Anchas,Pleasant Valley RD,,Workman_Creek,usfs,AZ,,,,,,,33.816588,-110.926355,
3,5,Sierra_Anchas,Pleasant Valley RD,,Aztec,usfs,AZ,,6,N,14,E,33,,,
3,6,Pinal_Mountains,Globe RD,,Icehouse,usfs,AZ,,,,,,,33.292844,-110.830636,
3,7,Pinal_Mountains,Globe RD,,Lower_Pinal,usfs,AZ,,,,,,,33.286917,-110.828686,
3,8,White_Mountain,,,Pinetop,usfs,AZ,,9,N,23,E,31,,,
3,9,White_Mountain,Springerville RD,,Greer,usfs,AZ,,,,,,,34.012733,-109.470194,
3,10,White_Mountain,,,Alpine,usfs,AZ,,5,N,30,E,22,,,
3,11,White_Mountain,,,Nurtioso,usfs,AZ,,7,N,29,E,33,,,
3,12,Pinaleno_Mtns,Safford RD,,West_Peak,usfs,AZ,,,,,,,32.75166,-110.046944,
3,13,Pinaleno_Mtns,Safford RD,,Cunningham,usfs,AZ,,,,,,,32.665,-109.869444,
3,14,Catalina_Mtns,Santa Catalina RD,,Lemon_Rock,usfs,AZ,,,,,,,,,Not a trapping site since 2003
3,15,Catalina_Mtns,Santa Catalina RD,,Marshall_Gulch,usfs,AZ,,,,,,,32.427858,-110.755714,
3,16,Bradshaw_Mtns,Bradshaw RD,,Spruce_Mtn,usfs,AZ,,,,,,,34.461977,-112.40325,
3,17,Bradshaw_Mtns,Bradshaw RD,,Potato_Patch,usfs,AZ,,12.5,N,1,W,31,,,No data beyond 2000
3,18,Bradshaw_Mtns (Prescott NF),Bradshaw RD,,Mount Union,usfs,AZ,,,,,,,34.413003,-112.412877,New plot in 2011
3,19,Mogollon Rim (Tonto NF),Payson RD,,See Canyon,usfs,AZ,,,,,,,34.337027,-111.014492,New plot in 2012
3,20,Mogollon Rim (Apache_Sitgreaves NFs),Black Mesa RD,,Bear Canyon Lake,usfs,AZ,,,,,,,34.403285,-110.828686,New plot in 2014
3,100,Sacramento_Mtns (Lincoln NF),Sacramento RD,,Devil's_Canyon/Baileys _Canyon,usfs,NM,,,,,,,32.987255,-105.751901,
3,101,Sacramento_Mtns (Lincoln NF),Sacramento RD,,James_Ridge_Lookout,usfs,NM,,,,,,,32.965551,-105.605888,
3,102,Sacramento_Mtns (Lincoln NF),Sacramento RD,,FS_Road_5661,usfs,NM,,,,,,,32.934518,-105.73243,
3,103,Sacramento_Mtns (Lincoln NF),Sacramento RD,,Dale_Resler_Boy_Scout_camp/Apache_Canyon,usfs,NM,,,,,,,32.948683,-105.720742,Quit site in 2013
3,104,Sacramento_Mtns (Lincoln NF),Sacramento RD,,Karr_Canyon/Upper_Karr_CG,usfs,NM,,,,,,,32.881782,-105.779748,
3,105,Sacramento_Mtns (Lincoln NF),Sacramento RD,,Rio_Penasco/Upper_Penasco/Bluff_Springs,usfs,NM,,,,,,,32.830456,-105.737372,
3,106,Sacramento_Mtns (Lincoln NF),Sacramento RD,,Bear _Spring/Bear_Canyon/Wills_Canyon,usfs,NM,,,,,,,32.82298,-105.680477,
3,107,Sacramento_Mtns (Lincoln NF),Sacramento RD,,Observatory_along_SH_244,usfs,NM,,,,,,,32.978096,-105.732616,Quit site in 2010
3,108,Sacramento_Mtns (Lincoln NF),Sacramento RD,,FS_Road_64,usfs,NM,,,,,,,32.772577,-105.771126,"Quit site in 2013, restarted site in 2017"
3,109,Sacramento_Mtns (Lincoln NF),Sacramento RD,,Apache_CG/Silver_Saddle_CG,usfs,NM,,,,,,,32.967457,-105.727483,
3,110,Sacramento_Mtns (Lincoln NF),Sacramento RD,,Sleepy_Grass_PG,usfs,NM,,,,,,,32.948683,-105.720742,Quit site in 2004
3,111,Sacramento_Mtns (Lincoln NF),Sacramento RD,,Tularosa Canyon (MAIR),usfs,NM,,,,,,,,,Quit site in 2009
3,112,Sacramento_Mtns (Lincoln NF),Sacramento RD,,On 244 10.8 mi to Elk Springs & rt dirt rd (MAIR),usfs,NM,,,,,,,,,Quit site in 2004
3,113,Sacramento_Mtns (Lincoln NF),Sacramento RD,,Black_Bear_CG,usfs,NM,,,,,,,32.943256,-105.74945,Quit site in 2010
3,114,Sacramento_Mtns (Lincoln NF),Sacramento RD,,Cathey_Vista,usfs,NM,,,,,,,32.806668,-105.802548,first trap data in 2009
3,115,Sacramento_Mtns (Lincoln NF),Sacramento RD,,Mescalero,usfs,NM,,,,,,,,,first trap data in 2005
3,116,Sacramento_Mtns (Lincoln NF),Sacramento RD,,Apache_Observatory,usfs,NM,,,,,,,32.786816,-105.810609,Quit site in 2013
3,117,Sacramento_Mtns (Lincoln NF),Sacramento RD,,Carissa_Lookout,usfs,NM,,,,,,,32.675148,-105.615724,"first trap data in 2013, quit site in 2017"
3,118,Sacramento_Mtns (Lincoln NF),Sacramento RD,,Jim_Lewis_Canyon,usfs,NM,,,,,,,32.705544,-105.587679,"first trap data in 2013, quit site in 2017"
3,119,Sacramento_Mtns (Lincoln NF),Sacramento RD,,Agua Chiquita,usfs,NM,,,,,,,32.710256,-105.656348,"first trap data in 2013, quit site in 2017"
3,120,Sandia_Mtns (Cibola NF),Sandia RD,,Tree_Springs_TH,usfs,NM,,,,,,,35.193649,-106.405359,Quit site in 2017
3,121,Sandia_Mtns (Cibola NF),Sandia RD,,Dry_Camp,usfs,NM,,,,,,,35.199943,-106.406607,
3,122,Sandia_Mtns (Cibola NF),Sandia RD,,Balsam_Glade,usfs,NM,,,,,,,35.214111,-106.408148,Quit site in 2017
3,123,Sandia_Mtns (Cibola NF),Sandia RD,,Capulin_Snow_Play_Area,usfs,NM,,,,,,,35.216533,-106.416356,Quit site in 2017
3,124,Sandia_Mtns (Cibola NF),Sandia RD,,Nine_Mile_PG,usfs,NM,,,,,,,35.215497,-106.422862,Quit site in 2017
3,125,Sandia_Mtns (Cibola NF),Sandia RD,,Las_Huertas_Road_#1 ,usfs,NM,,,,,,,35.226854,-106.409457,Quit site in 2017
3,126,Sandia_Mtns (Cibola NF),Sandia RD,,Las_Huertas_Road_#2,usfs,NM,,,,,,,35.229809,-106.412795,Quit site in 2017
3,127,Sandia_Mtns (Cibola NF),Sandia RD,,Las_Huertas_Road_#3,usfs,NM,,,,,,,35.231174,-106.409861,Quit site in 2017
3,128,Sandia_Mtns (Cibola NF),Sandia RD,,La Cienega,usfs,NM,,,,,,,35.169855,-106.375069,Started site in 2017
3,129,Sandia_Mtns (Cibola NF),Sandia RD,,10K trailhead,usfs,NM,,,,,,,35.21021,-106.434191,Started site in 2017
3,130,Jemez_Mtns (Santa Fe NF),Espanola RD,,Santa Clara Canyon - Point 1,tribal,NM,,,,,,,35.976758,-106.38483,Quit site in 2013 due to fire
3,131,Jemez_Mtns (Santa Fe NF),Espanola RD,,Santa Clara Pueblo,,NM,,,,,,,,,Was just a note in the database. Left in because too much input beyond to make adjustment cost effective
3,132,Jemez_Mtns (Santa Fe NF),Jemez RD,,San Antonio CG,usfs,NM,,,,,,,35.894389,-106.655226,Quit site in 2016
3,133,Jemez_Mtns (Santa Fe NF),Cuba RD,,FSR 144 & NM Hwy 126,usfs,NM,,,,,,,35.891816,-106.66757,Started site in 2017
3,134,Jemez_Mtns (Santa Fe NF),Jemez RD,,NM Hwy 4 btw Dark canyon and Rincon,usfs,NM,,,,,,,35.845643,-106.635125,Started site in 2017
3,135,Sangre de Cristo (Santa Fe NF),Pecos/Las Vegas RD,,"La Cueva (near Pecos, NM)",usfs,NM,,,,,,,35.619205,-105.731295,Started site in 2017
3,136,Sangre de Cristo (Santa Fe NF),Espanola RD,,Big Tesuque,usfs,NM,,,,,,,35.76882,-105.809192,Started site in 2017
3,137,Magdalena_Mtns (Cibola NF),Magdalena RD,,Water Canyon Road,usfs,NM,,,,,,,33.990557,-107.163515,Started site in 2017
3,138,Sangre_de_Cristos (Carson NF),Camino Real RD,,Agua Piedra CG,usfs,NM,,,,,,,36.133496,-105.529903,Started site in 2017
3,139,Sangre_de_Cristos (Carson NF),Camino Real RD,,US Hill Vista overlook,usfs,NM,,,,,,,36.213008,-105.593151,Started site in 2017
4,1,Boise_NF,Mountain_Home,1,Bear_Creek,usfs,ID,1021,4,N,10,E,7,,,
4,2,Boise_NF,Mountain_Home,2,Yellow_Pine_Creek,usfs,ID,1145,3,N,10,E,35,,,
4,3,Boise_NF,Cascade,3,Anderson_Cr_Divide,usfs,ID,1121,14,N,2,E,14,,,
4,4,Boise_NF,Cascade,4,Skunk_Creek,usfs,ID,1024,12,N,4,E,11,,,
4,5,Payette_NF,Council,5,Barinaga_Corral,usfs,ID,1121,5,S,2,W,23,,,
4,6,Payette_NF,Council,6,Fourbit_Creek,usfs,ID,1121,13,N,2,E,7,,,
4,7,Payette_NF,Council,7,Little_Weiser,usfs,ID,1121,13,N,1,E,1,,,
4,8,Payette_NF,Council,8,Mcdowell_Trail,usfs,ID,1121,17,N,2,W,18,,,
4,9,Payette_NF,Council,9,Olive_Creek,usfs,ID,1121,17,N,2,W,6,,,
4,10,Payette_NF,Weiser,10,Adams_Creek,usfs,ID,1122,14,N,6,W,23,,,
4,11,Payette_NF,Weiser,11,Bear_Saddle,usfs,ID,1122,15,N,5,W,31,,,
4,12,Payette_NF,Weiser,12,E_Fk_Brownlee_Cr,usfs,ID,1122,16,N,4,W,3,,,
4,13,Payette_NF,Weiser,13,Seid_Creek,usfs,ID,1122,16,N,4,W,21,,,
4,14,Payette_NF,Weiser,14,Stacey_Creek,usfs,ID,1122,14,N,6,W,24,,,
4,15,Payette_NF,McCall,15,Brown'S_Pond,usfs,ID,1124,18,N,4,E,3,,,
4,16,Salmon_NF,Cobalt,16,Arnett_Creek,usfs,ID,1131,22,N,22,E,30,,,
4,17,Salmon_NF,Cobalt,17,Headwaters,usfs,ID,1131,20,N,20,E,9,,,
4,18,Salmon_NF,Cobalt,18,Porphyry_Creek,usfs,ID,1131,20,N,18,E,34,,,
4,19,Salmon_NF,North_Fork,19,Colson_Creek,usfs,ID,1132,23,N,16,E,12,,,
4,20,Salmon_NF,North_Fork,20,Lick_Creek,usfs,ID,1132,26,N,22,E,32,,,
4,21,Sawtooth_NF,Ketchum,21,Warm_Springs,usfs,ID,1143,4,N,17,E,14,,,
4,22,Sawtooth_NF,Fairfield,22,Couch_Summit,usfs,ID,1145,2,N,14,E,9,43.515033,-114.8011683,
4,23,Owyhees,BLM,23,East_Fork_Lost_Cr,usfs,ID,1123,6,S,1,W,21,,,
4,24,Sawtooth_NF,Fairfield,24,Little_Water_Gulch,usfs,ID,1145,3,N,12,E,7,,,
4,25,Sawtooth_NF,Fairfield,25,Virginia_Gulch,usfs,ID,1145,3,N,11,E,9,,,
4,26,Owyhees,BLM,26,Dewey_Peak,usfs,ID,2020,6,S,4,W,3,,,
4,27,Owyhees,BLM,27,Mill_Creek,usfs,ID,2020,8,S,5,W,12,42.747483,-116.867198,
4,28,Owyhees,BLM,28,New_York_Summit,usfs,ID,2020,4,S,3,W,32,43.0381244,-116.7031084,
4,29,Owyhees,BLM,29,S_Fork_Boulder_Cr,usfs,ID,2020,8,S,5,W,24,42.726479,-116.849909,
4,30,Sawtooth_NF,Ketchum,30,Sharps_Canyon,usfs,ID,2020,2,N,19,E,36,43.455603,-114.137758,
4,31,Owyhees,BLM,31,Boone_Peak,usfs,ID,2020,6,S,3,W,2,,,
4,32,Boise_NF,Mountain_Home,32,Deer_Point,usfs,ID,1021,5,N,3,E,29,,,
4,33,Payette_NF,Weiser,33,Hitt_Creek,usfs,ID,1122,14,N,5,W,27,,,
4,34,Payette_NF,Weiser,34,Mann_Creek,usfs,ID,1122,14,N,5,W,4,,,
4,35,Payette_NF,Weiser,35,South_Pine,usfs,ID,1122,15,N,5,W,25,,,
4,36,Payette_NF,Council,36,Mill_Creek_Road,usfs,ID,1122,15,N,4,W,6,,,
4,37,Payette_NF,Council,37,Tool_Cache,usfs,ID,1122,15,N,5,W,15,,,
4,38,Payette_NF,Council,38,Middle_Brownlee,usfs,ID,1122,15,N,5,W,3,,,
4,39,Payette_NF,Council,39,Cottonwood_Spring,usfs,ID,1122,15,N,5,W,8,,,
4,40,Payette_NF,Council,40,Rapid_Creek,usfs,ID,1124,17,N,4,E,26,,,
4,41,Payette_NF,McCall,41,Powelson_Creek,usfs,ID,1124,17,N,5,E,20,,,
4,42,Payette_NF,McCall,42,Sloan_Point,usfs,ID,1124,16,N,4,E,1,,,
4,43,Payette_NF,McCall,43,Browns_Creek,usfs,ID,1123,20,N,2,E,18,,,
4,44,Payette_NF,McCall,44,Sixmile_Creek,usfs,ID,1123,20,N,2,E,28,,,
4,45,Payette_NF,McCall,45,Last_Chance,usfs,ID,1123,19,N,2,E,15,,,
4,46,Payette_NF,McCall,46,Brundage Mt Resort,usfs,ID,1124,19,N,2,E,12,45.006383,-116.156397,
4,47,Payette_NF,McCall,47,Bear_Basin,usfs,ID,1124,19,N,3,E,30,,,
4,48,Payette_NF,New_Meadows,48,Yantis_Ditch,usfs,ID,1123,5,S,1,W,10,,,
4,49,Payette_NF,New_Meadows,49,Chokecherry_Flat,usfs,ID,1123,4,S,1,W,12,,,
4,50,Payette_NF,New_Meadows,50,Ant_Basin_Creek,usfs,ID,1123,5,S,1,W,34,,,
4,51,Payette_NF,New_Meadows,51,Mud_Creek,usfs,ID,1123,5,S,1,W,13,,,
4,52,Payette_NF,New_Meadows,52,Round_Valley_Cr,usfs,ID,1123,20,N,1,E,6,,,
4,53,Payette_NF,New_Meadows,53,East_Fork_Lost_Cr,usfs,ID,1123,6,S,1,W,21,,,
4,54,Payette_NF,New_Meadows,54,Pine_Ridge_Road,usfs,ID,6160,7,S,1,W,35,,,
4,55,Payette_NF,New_Meadows,55,Sheep_Creek,usfs,ID,1123,7,S,1,W,17,,,
4,56,Payette_NF,New_Meadows,56,Lost_Creek,usfs,ID,1123,8,S,1,W,14,,,
4,57,Payette_NF,New_Meadows,57,Fourth_Of_July_Cr,usfs,ID,1123,7,S,2,W,12,,,
4,58,Payette_NF,Council,58,Bluebunch,usfs,ID,1121,17,N,1,E,1,,,
4,59,Payette_NF,Council,59,Squaw_Flat,usfs,ID,1121,17,N,2,E,32,,,
